"REG_INST","REG_RESP","PGMCIPAP","PGM_P034","PGM_P100","PGM_280A","PGM_280B","PGM_280C","PGM_280D","PGM_280E","PGM_280F","PGM_290","PGM_350","PGM_380","PGM_P401","PGM_410","PGM_415","PGM_430","EDU_010","HLOSINTP","STL_010","STULOANS","STL_160B","STL_160C","STL_160D","STL_160E","STL_160F","STL_160G","STL_160H","STL_160I","STL_160J","STL_160L","STLP160N","BEF_P140","BEF_160","HLOSGRDP","PAR1GRD","PAR1INT","PAR2GRD","PAR2INT","GRADAGEP","GENDER2","MS_P01","MS_P02","CTZSHIPP","VISBMINP","DDIS_FL","LFCINDP","PUMFID","LFSTATP","WTPF"
"4","4","5","1","2","2","2","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","1","2","3","3","3","3","1","1","1","2","1","1","2","3","77864","1",16.2708
"4","4","1","2","2","2","2","2","2","2","1","1","2","2","3","2","2","1","2","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","4","2","2","2","1","1","2","2","2","2","1","2","1","5","77866","1",17.9316
"4","4","5","2","2","2","1","1","2","1","2","1","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","6","2","1","1","1","1","2","2","1","2","1","2","2","7","77867","1",16.3116
"4","4","5","1","2","2","2","2","2","2","1","1","2","2","2","4","4","2","2","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","6","2","1","1","1","1","2","1","2","2","1","2","1","1","77873","1",16.5335
"4","4","8","1","1","2","2","2","2","2","1","2","2","2","2","4","1","2","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","2","1","2","4","77890","1",16.2818
"1","1","8","1","2","2","2","2","2","2","1","2","2","2","1","4","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","6","2","3","3","1","1","3","1","1","1","1","2","1","3","77892","1",10.592
"4","4","9","1","1","2","2","2","2","2","1","1","1","2","2","9","2","1","2","2","2","2","1","2","2","1","2","2","2","2","2","2","1","3","2","2","2","2","2","2","1","2","2","2","1","2","1","5","77894","1",15.372
"4","4","9","2","1","2","2","2","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","1","2","2","2","2","2","1","1","2","2","3","2","2","2","2","2","2","2","2","2","2","2","1","1","7","77895","1",10.8804
"3","3","2","1","1","2","2","2","2","2","1","1","2","2","2","4","3","1","1","3","1","1","2","1","2","1","1","2","2","2","2","2","2","1","6","3","1","1","1","1","4","1","1","2","1","2","2","6","77897","1",197.1118
"4","4","4","1","2","1","2","2","2","2","2","1","2","2","2","2","3","1","1","3","1","1","1","2","2","2","1","2","2","1","1","2","2","1","6","2","1","1","1","1","2","2","1","2","1","2","2","5","77906","1",10.4449
"4","4","8","1","1","2","2","2","2","2","1","1","1","2","2","2","3","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","3","2","2","1","1","1","1","1","2","1","2","2","2","2","4","77907","1",10.8692
"4","4","9","1","1","2","1","2","2","2","2","1","1","2","2","2","3","2","2","2","1","1","1","2","2","1","1","2","1","2","2","2","2","1","6","2","1","1","1","1","1","2","2","2","1","2","1","7","77909","1",17.8564
"4","4","8","1","2","2","2","2","2","2","1","2","2","2","3","9","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","2","1","1","2","2","2","2","2","4","77920","1",28.6258
"1","1","8","1","2","2","2","2","2","2","1","1","1","2","1","2","3","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","3","6","2","2","2","2","2","2","1","1","1","1","2","2","4","77927","1",9.9969
"2","2","5","1","1","2","2","2","2","2","1","1","2","2","3","3","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","3","6","2","2","2","1","1","2","2","2","2","1","2","1","6","77929","1",45.7263
"1","1","4","1","1","2","2","2","2","2","1","1","2","2","1","8","1","1","2","2","1","1","1","2","2","1","1","2","1","2","2","2","2","3","6","2","2","2","2","2","1","2","1","2","1","2","1","6","77930","1",11.0049
"1","2","9","1","2","2","2","2","2","2","1","1","1","2","1","3","5","2","1","2","1","1","2","2","2","1","1","1","2","2","2","2","1","3","3","2","3","3","3","3","1","1","2","2","1","1","2","6","77936","1",10.3995
"1","1","2","2","2","2","1","2","1","2","2","1","1","2","2","2","3","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","2","1","6","2","1","1","1","1","4","2","1","2","1","2","1","5","77938","1",11.2651
"4","4","5","1","2","2","2","2","2","2","1","1","2","2","1","1","5","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","2","1","1","3","1","2","2","77940","1",27.6229
"1","1","7","1","2","2","2","2","2","2","1","1","2","2","1","5","3","1","1","2","1","1","2","2","1","1","1","2","1","2","2","2","2","3","3","2","2","2","2","2","1","1","2","2","1","2","2","2","77941","1",10.0253
"4","4","2","2","2","2","2","2","2","2","1","2","2","2","2","1","3","1","1","2","1","1","1","2","2","1","1","2","2","2","2","2","2","3","1","2","2","2","1","1","1","2","1","2","1","2","2","1","77945","1",10.9573
"3","3","6","1","2","2","2","2","2","2","1","1","1","1","1","1","4","1","1","3","2","2","2","1","2","1","2","1","1","2","2","2","2","3","1","2","2","1","2","1","1","2","2","2","1","1","2","1","77947","1",74.5716
"2","2","5","1","2","2","2","2","2","2","1","1","1","2","2","3","3","1","2","2","1","1","2","1","2","2","2","2","1","1","2","2","2","3","5","2","1","1","1","1","2","2","2","2","1","2","1","3","77948","1",55.5059
"2","2","9","1","1","2","2","2","2","2","1","1","1","2","2","2","3","1","1","2","1","1","2","1","2","2","1","2","1","1","1","2","2","3","2","2","2","2","1","1","1","1","1","2","1","2","2","7","77950","1",63.1649
"1","1","9","1","1","2","2","2","2","2","1","1","2","2","1","2","3","2","2","2","1","1","2","1","1","1","2","2","2","1","2","2","2","3","4","2","1","1","1","1","2","1","1","2","1","2","1","2","77960","1",11.3399
"4","4","6","2","2","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","3","2","2","3","3","3","3","1","2","2","2","1","2","2","4","77961","1",11.8694
"3","3","9","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","1","1","2","1","2","2","1","2","2","1","1","2","2","1","6","2","1","1","1","1","3","2","1","1","1","2","2","7","77965","1",79.3758
"1","1","10","1","2","2","2","2","2","2","1","1","1","2","2","2","1","1","1","3","1","1","2","2","2","1","2","2","2","2","2","2","2","1","6","2","3","3","1","1","4","1","2","2","1","1","1","3","77966","1",11.2058
"4","4","2","1","2","2","2","2","2","2","1","1","2","2","2","1","3","1","2","2","1","1","2","1","2","1","1","2","1","2","2","2","2","3","6","2","1","1","1","1","1","2","2","2","1","2","1","96","77967","1",25.7716
"4","4","2","1","2","2","2","2","2","2","1","1","2","2","1","3","3","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","4","1","2","1","1","1","1","1","1","2","2","3","1","2","1","77972","1",66.8166
"3","3","6","1","2","2","2","2","2","2","1","1","1","2","2","2","3","1","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","3","2","1","1","1","1","1","1","2","2","1","1","2","1","77975","1",73.3632
"4","4","4","1","2","2","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","3","2","3","3","3","3","3","2","2","2","3","1","2","7","77978","1",40.5404
"4","4","1","2","1","2","2","2","2","2","1","1","2","2","1","3","6","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2","1","3","6","2","2","2","2","2","1","2","1","2","1","2","1","5","77980","1",15.308
"3","3","5","1","2","2","2","2","1","2","2","2","1","2","1","9","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","1","2","2","3","1","2","96","77983","3",117.3294
"1","1","8","1","1","2","2","2","2","2","1","2","2","2","2","2","3","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","1","4","2","2","2","1","1","3","1","1","2","1","2","2","1","77984","1",10.4479
"1","3","9","1","1","2","2","2","2","2","1","1","2","2","2","3","3","2","1","2","1","1","2","1","2","1","2","2","2","2","2","2","2","1","3","2","1","1","1","1","2","2","2","2","2","1","2","96","77985","2",10.7165
"4","4","4","1","1","2","2","1","2","1","2","1","1","2","1","2","3","1","2","2","2","2","2","1","2","2","1","2","1","2","2","2","2","3","2","2","3","3","1","1","1","1","2","2","3","1","2","96","77987","3",17.4488
"1","1","5","1","2","2","2","2","2","2","1","1","2","2","1","3","6","2","1","2","1","1","2","1","1","2","1","2","2","2","2","2","2","1","6","2","1","1","1","1","1","2","2","2","1","2","2","3","77989","1",10.1468
"4","4","5","2","2","2","2","2","2","2","1","1","2","2","1","2","3","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","6","2","1","1","1","1","1","2","2","2","1","2","1","2","77990","1",11.7284
"4","4","5","2","2","2","1","1","2","2","2","1","1","2","2","1","3","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","4","2","3","3","1","1","3","1","2","2","1","2","2","2","77997","1",14.5144
"3","3","7","1","2","2","2","2","2","2","1","1","1","2","1","2","3","1","1","2","2","2","1","2","2","1","1","1","2","2","2","2","2","3","1","2","2","2","2","2","1","2","2","2","1","2","2","5","78002","1",53.0831
"4","4","5","1","1","2","2","2","2","2","1","1","1","2","1","1","3","2","1","2","1","1","2","2","1","2","1","2","2","2","2","2","2","4","2","2","1","1","1","1","4","2","2","1","2","1","1","7","78022","1",16.6293
"2","2","4","1","2","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","4","1","2","2","1","2","1","96","78030","2",45.248
"4","4","8","1","1","2","2","2","2","2","1","1","2","2","1","3","1","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","6","2","3","3","3","3","1","2","1","2","1","1","2","4","78033","1",21.0389
"4","4","5","1","2","2","2","2","2","2","1","2","2","2","2","5","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","5","1","2","1","1","1","1","1","2","2","2","3","1","2","2","78038","1",16.0764
"4","4","6","1","1","2","2","2","2","2","1","1","2","2","1","3","2","1","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","7","78042","1",26.6052
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","6","3","1","1","1","1","4","1","1","1","2","2","2","5","78046","1",21.0097
"1","1","4","1","1","2","1","2","2","2","2","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","2","2","2","1","6","2","1","1","1","1","2","2","1","1","1","2","2","2","78052","1",11.0049
"4","4","5","1","2","2","2","2","2","2","1","1","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","3","2","2","96","78053","3",11.2931
"1","4","8","1","1","2","2","2","1","2","2","1","2","2","2","5","5","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","3","2","2","3","3","1","1","1","1","1","2","1","2","2","2","78057","1",12.4114
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","2","1","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","1","1","1","1","2","2","1","2","1","1","1","2","78060","1",17.4068
"4","4","5","1","2","2","2","2","2","2","1","2","2","2","2","3","1","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","3","3","3","3","1","2","2","2","2","1","2","3","78065","1",17.421
"4","4","2","1","2","2","2","2","2","2","1","1","2","2","2","1","3","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","3","6","2","2","2","1","1","1","2","2","2","1","2","1","4","78069","1",21.0113
"1","4","9","1","1","2","2","2","2","2","1","2","1","2","2","2","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","2","1","5","3","1","1","1","1","3","2","1","2","1","2","2","7","78085","1",10.403
"4","4","7","2","1","2","2","2","2","2","1","1","1","2","2","3","3","1","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","1","1","1","1","2","1","3","78089","1",18.4018
"4","4","4","1","1","2","2","2","2","1","2","1","1","1","1","5","3","1","2","2","1","1","1","1","2","1","2","2","2","2","2","2","2","3","6","2","3","3","3","3","2","2","2","2","2","1","1","6","78090","1",17.3033
"2","2","4","2","2","2","2","2","2","2","1","1","2","2","3","6","3","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","6","2","1","1","1","1","3","1","2","2","2","1","2","3","78091","1",48.8415
"4","4","6","2","2","2","2","2","2","2","1","1","1","2","1","3","3","2","1","2","1","1","2","1","2","2","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","2","1","2","1","2","1","4","78106","1",24.8149
"4","4","1","1","1","2","2","2","2","2","1","2","2","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","3","6","2","3","3","2","2","2","2","2","2","1","2","2","5","78107","1",10.6842
"4","4","5","1","2","2","2","1","2","2","2","1","1","2","1","1","3","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","3","6","2","3","3","3","3","1","1","2","2","1","2","1","3","78108","1",16.4424
"4","4","5","1","2","2","2","2","2","2","1","1","2","2","1","4","5","2","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","7","78111","1",16.3116
"1","1","10","1","1","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","2","2","1","1","1","1","2","2","1","1","1","2","1","3","78117","1",11.7338
"3","3","1","1","1","2","2","2","2","2","1","2","1","1","1","9","3","1","2","2","1","1","1","1","2","1","1","2","1","2","2","2","2","3","2","3","3","3","2","2","1","2","1","2","1","2","1","5","78119","1",78.6545
"2","2","10","2","2","2","2","2","2","2","1","1","2","2","3","2","2","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","3","2","1","1","1","1","2","2","1","2","1","2","2","3","78129","1",43.6409
"4","4","4","2","2","2","2","2","2","2","1","2","2","2","2","1","6","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","3","2","2","2","3","3","2","2","2","2","2","1","2","96","78131","3",29.6801
"4","4","9","1","1","2","2","2","2","2","1","2","2","2","1","3","2","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","1","2","2","7","78140","1",10.8696
"4","4","5","1","1","2","2","1","2","2","2","1","1","2","2","3","5","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","4","2","1","1","1","1","1","2","2","2","1","2","2","6","78147","1",27.6229
"2","2","4","2","2","2","2","2","2","2","1","2","2","2","1","1","3","1","1","2","2","2","2","2","2","1","2","2","1","2","2","2","2","3","1","2","3","3","3","3","1","1","2","2","1","2","1","96","78159","3",44.8694
"4","4","6","2","1","2","2","2","2","2","1","1","1","2","2","4","1","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","3","2","2","2","2","2","2","1","2","2","2","3","1","1","1","78160","1",16.7475
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","2","3","3","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","1","6","2","2","2","2","2","2","2","1","2","1","2","2","5","78169","1",33.6798
"1","1","6","1","2","2","2","2","2","2","1","1","1","2","2","2","3","1","1","3","2","2","1","2","2","1","1","1","1","2","2","2","2","3","6","2","2","1","2","1","1","1","2","2","1","2","2","4","78171","1",10.8501
"4","4","2","1","1","2","2","2","2","2","1","1","2","1","1","3","3","1","1","2","2","2","1","2","1","1","2","2","1","2","2","2","2","3","2","2","2","2","2","2","1","1","2","2","1","2","2","6","78173","1",36.0757
"4","4","5","1","2","1","1","2","2","2","2","1","2","2","2","4","3","1","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","3","6","2","3","3","3","3","1","1","1","2","1","2","2","4","78180","1",27.4533
"4","4","2","2","2","2","2","2","2","2","1","1","2","2","2","3","3","1","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","3","3","2","1","1","1","1","1","1","1","2","1","2","2","5","78184","1",10.5476
"2","2","1","1","1","2","2","2","2","2","1","1","2","2","1","3","5","2","2","2","1","1","2","2","1","2","1","2","2","2","2","2","2","1","3","2","1","1","1","1","1","2","2","2","1","2","1","5","78188","1",46.1223
"4","4","5","1","2","2","2","1","2","1","2","1","2","2","1","3","3","1","1","3","1","1","2","2","2","2","1","2","2","2","2","2","2","3","1","2","3","1","2","1","1","1","2","2","1","1","2","96","78197","3",11.8703
"3","3","4","2","2","2","2","2","2","2","1","1","2","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","1","1","1","1","1","2","2","2","2","2","2","7","78202","1",89.2139
"1","1","9","1","1","2","2","2","2","2","1","2","2","2","2","3","3","2","2","2","1","1","2","2","2","2","1","2","1","1","2","2","2","3","3","2","1","1","1","1","1","2","1","2","1","2","2","7","78203","1",10.1406
"3","3","5","2","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","3","2","3","3","3","3","1","2","2","2","1","2","1","96","78204","2",83.0815
"4","4","5","1","2","2","2","1","2","2","2","1","2","2","1","3","1","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","3","6","2","2","2","1","1","1","1","1","2","1","2","2","6","78206","1",11.8703
"1","1","9","1","1","2","2","2","2","2","1","1","2","2","1","3","5","2","2","2","1","1","2","1","2","2","1","2","2","2","2","2","1","3","3","2","1","1","1","1","1","1","1","2","1","2","2","7","78221","1",10.5097
"3","3","8","1","2","2","2","2","2","2","1","2","2","2","1","5","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","2","2","2","2","2","1","2","2","3","1","2","1","78230","1",70.3875
"2","2","1","1","1","2","2","2","2","2","1","1","2","2","1","2","3","1","1","3","2","2","2","2","2","2","1","2","1","2","1","2","2","3","3","2","1","1","1","1","1","2","2","2","1","2","2","7","78232","1",59.8602
"3","3","5","1","1","2","2","2","2","2","1","1","2","2","1","2","1","1","2","2","1","1","2","1","1","1","1","2","2","2","1","2","2","2","5","2","2","2","1","1","3","1","2","2","1","1","1","3","78233","1",180.8412
"3","3","5","1","2","1","1","2","2","2","2","1","2","2","3","1","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","2","2","2","2","2","2","1","1","2","2","1","2","2","4","78236","1",19.7618
"1","1","6","1","2","2","2","2","2","2","1","1","1","2","1","3","2","1","1","2","1","1","2","1","1","1","1","2","1","1","2","2","2","3","2","2","3","3","2","2","1","2","2","2","1","2","1","4","78241","1",10.1327
"4","4","1","1","1","2","2","2","2","2","1","2","1","2","2","2","3","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","1","4","3","1","1","1","1","3","2","2","1","2","1","2","96","78244","2",13.513
"1","1","9","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","1","6","2","1","1","1","1","3","2","2","2","1","2","2","96","78248","2",10.4879
"4","4","10","2","1","1","1","2","2","2","2","1","1","2","2","2","3","1","1","2","1","1","2","1","2","1","1","2","2","1","1","2","2","1","3","2","1","1","1","1","1","2","1","2","1","2","1","5","78254","1",19.6841
"3","3","8","1","1","2","2","2","2","2","1","1","2","2","2","3","3","2","1","2","2","2","2","1","1","2","1","2","1","2","2","1","2","3","4","2","3","3","2","2","1","1","2","2","2","1","1","2","78255","1",62.134
"1","1","5","2","2","2","2","2","2","2","1","1","2","2","2","3","1","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","3","3","1","1","1","2","1","2","1","2","2","4","78262","1",10.1468
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","1","8","3","2","2","2","1","1","2","1","1","1","1","2","2","1","2","2","2","3","4","2","2","2","1","1","1","2","1","2","1","2","1","5","78266","1",17.7819
"4","4","4","1","1","2","2","2","2","2","1","1","1","2","1","1","3","1","2","2","2","2","2","2","2","2","1","2","1","2","1","2","2","3","2","2","2","2","2","2","1","2","1","2","1","1","2","6","78267","1",29.6801
"1","1","5","1","1","2","2","2","2","2","1","1","2","2","2","1","1","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","2","1","6","2","2","2","1","1","2","2","2","2","1","2","1","2","78269","1",12.5142
"4","4","8","1","1","2","2","2","2","2","1","1","2","2","2","3","4","2","2","2","1","1","2","2","2","1","1","2","1","2","2","2","2","1","5","2","1","1","1","1","2","1","1","1","2","1","2","4","78271","1",12.2194
"4","4","4","2","2","2","2","2","2","2","1","1","1","2","1","3","3","1","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","3","5","2","1","1","1","1","1","2","1","2","1","2","1","2","78273","1",10.4449
"4","4","9","1","1","2","2","2","2","2","1","1","1","1","1","2","2","1","1","3","1","1","1","2","2","1","1","2","2","2","2","2","2","3","2","2","2","1","1","1","1","2","2","2","1","2","2","7","78275","1",13.5695
"3","3","2","1","1","2","2","2","2","2","1","2","2","2","2","1","3","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","3","1","2","3","3","2","2","1","1","2","2","1","1","1","4","78278","1",189.9857
"3","3","2","1","2","2","2","2","2","2","1","1","2","2","1","3","3","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","3","1","2","1","1","1","1","3","2","1","2","1","2","1","7","78280","1",199.4446
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","1","4","5","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","3","1","2","1","1","1","1","1","1","1","2","3","1","2","3","78281","1",10.283
"2","2","4","1","2","2","2","2","2","2","1","1","1","2","2","1","3","2","1","3","1","1","2","2","2","2","2","2","1","2","2","2","2","3","6","2","2","1","1","1","1","2","1","2","1","1","2","96","78296","2",127.8357
"4","4","9","2","1","2","2","2","2","2","1","1","2","2","3","2","2","1","1","2","1","1","2","1","2","1","1","2","1","2","2","2","2","1","5","2","1","1","1","1","1","2","1","2","1","2","2","7","78298","1",29.2767
"4","4","1","2","2","2","2","2","2","2","1","1","2","2","3","2","3","1","2","2","2","2","1","1","2","2","1","2","1","2","2","2","2","1","6","3","1","1","1","1","3","2","1","1","2","1","1","5","78306","1",20.371
"2","2","4","1","2","2","2","2","2","2","1","1","2","1","2","9","2","1","1","3","1","1","2","2","2","1","1","2","1","2","1","2","2","3","1","2","2","1","2","1","1","2","2","2","1","2","1","1","78308","1",12.0219
"4","4","6","1","2","2","2","2","2","2","1","1","1","2","2","2","3","2","1","2","1","1","2","1","2","1","1","2","1","2","1","2","2","3","3","2","1","1","1","1","1","2","2","2","1","2","1","1","78314","1",10.3238
"4","4","5","1","2","2","2","2","2","2","1","1","1","2","2","9","3","1","1","2","2","2","1","2","2","2","1","2","2","2","2","2","2","3","5","2","1","1","1","1","1","1","2","2","1","1","2","3","78317","1",27.4533
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","1","3","3","2","2","2","2","2","2","2","2","2","1","2","1","1","1","2","1","3","2","2","1","1","1","1","2","1","1","2","1","2","2","5","78318","1",10.6836
"4","4","2","2","2","2","2","2","2","2","1","1","1","2","2","3","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","1","6","2","3","3","1","1","2","2","1","2","1","2","2","3","78323","1",35.1054
"3","2","4","1","2","2","2","2","2","2","1","1","1","2","1","2","3","1","1","3","1","1","2","2","2","2","2","2","2","1","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","2","2","4","78325","1",76.6842
"4","4","5","1","2","1","1","1","1","1","2","1","1","2","2","3","3","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","1","1","1","1","1","1","1","1","2","1","2","1","78326","1",11.2931
"4","4","4","2","1","2","2","2","2","2","1","1","1","2","1","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","6","2","2","2","1","1","2","2","2","2","1","2","1","7","78330","1",17.3033
"1","3","2","1","2","2","2","2","1","2","2","1","1","1","2","3","3","1","1","3","2","2","1","2","2","1","1","1","2","2","2","2","2","3","1","2","3","2","2","1","1","2","1","2","1","2","1","3","78336","1",11.7475
"2","2","5","2","1","2","2","2","2","2","1","1","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","1","5","2","1","1","1","1","4","1","1","2","1","2","1","3","78340","1",17.3082
"4","4","6","1","2","2","2","2","2","2","1","1","1","2","2","3","3","1","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","3","3","2","2","2","1","1","1","2","2","2","1","1","2","2","78348","1",10.3238
"4","4","4","1","2","2","1","2","2","2","2","1","2","2","1","3","3","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","4","2","2","2","2","2","1","2","1","2","1","2","2","6","78350","1",10.382
"1","1","4","1","2","2","2","2","2","2","1","1","2","2","1","3","3","2","1","2","1","1","2","1","2","2","1","2","1","2","2","2","2","3","6","2","3","2","1","1","1","2","1","2","1","2","1","7","78354","1",10.4564
"2","2","4","1","2","2","2","2","2","2","1","2","1","2","1","4","2","1","1","3","1","1","2","2","2","2","2","2","2","1","1","2","2","3","4","2","2","1","1","1","1","2","2","2","1","2","1","4","78360","1",67.6174
"4","4","5","2","2","2","2","2","2","2","1","1","1","2","1","5","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","5","2","3","3","1","1","3","2","2","1","1","2","2","2","78363","1",10.6434
"4","4","7","2","2","2","2","2","2","2","1","1","2","2","1","3","3","2","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","1","6","2","1","1","1","1","3","1","1","2","1","2","1","1","78367","1",24.7404
"3","3","5","2","2","2","2","2","2","2","1","1","2","2","1","2","2","1","1","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","6","2","3","3","1","1","3","1","1","1","2","2","2","7","78369","1",85.5957
"2","2","5","2","2","1","2","2","1","2","2","1","2","2","1","2","4","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","6","2","1","1","1","1","4","2","1","1","1","2","2","7","78373","1",46.309
"3","2","2","1","2","2","2","2","2","2","1","1","2","2","2","2","3","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","2","1","2","1","2","1","6","78377","1",77.4264
"4","4","10","1","2","2","2","2","2","2","1","1","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","6","2","2","2","1","1","1","2","2","2","1","2","1","6","78380","1",22.5332
"4","4","8","1","1","2","2","2","2","2","1","1","1","2","1","4","2","1","1","3","2","2","2","2","2","1","1","1","2","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","1","2","96","78382","3",12.1129
"4","4","10","1","2","2","2","2","2","2","1","1","1","2","1","2","2","2","1","2","2","2","2","1","1","1","2","2","2","2","2","2","2","3","2","2","3","3","1","1","1","2","1","2","1","2","2","6","78384","1",23.3234
"4","4","9","1","1","2","2","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","3","3","2","2","2","2","2","1","2","2","2","2","1","2","7","78387","1",11.1278
"4","3","5","1","1","1","2","2","2","2","2","1","2","2","1","5","3","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","1","6","2","3","3","2","2","2","1","2","2","1","2","1","6","78389","1",28.8075
